text_line,score
 biggest hits    clint black compilation album,0
bangbros  black teen rachel raxxx has  most incredible big tits ,1
   billboard hot   sex machine  ranked number   rolling stone magazines list    greatest songs  all time,0
asian teen takes  anal ride  lea hart ,1
little schoolgirl has  pink pussy licked ,1
amateur teens first casting ,1
th street   local station   demolished irt ninth avenue line,0
gay bigcock teen sucked off deeply ,1
hot african babe masturbates  strong orgasm contractions  spasms ,1
hot party sluts have threesome  stranger   ,1
plastic passion  love  this lil girl ,1
   leading decision  english law   existence  copyright   name alone   infringement   trade mark,0
 days   eighteenth studio album  canadian band saga released  ,0
 one hundred  seventyfive   natural number following   preceding ,0
 aisleen provisional designation  qb   stony phocaea asteroid from  inner regions   asteroid belt approximately  kilometers  diameter,0
free hot young porn vids ,1
 teams entered  competition  poland defeated italy   final  win  competition   first time,0
evilangel  chloe cherry  wild gaping anal pounding ,1
father daughter gets too much cozy ,1
blonde gives  best head   ,1
 berna provisional designation  qg   binary eunomian asteroid from  middle region   asteroid belt approximately  kilometers  diameter,0
 white boxxx  francys belle  hot teen stepdaughter fucked  horny stepdad ,1
blonde teen casana lei tries out  first porn ,1
 competitors  men   women took part   events   sports,0
 margret provisional designation  al   eoan asteroid from  outer regions   asteroid belt approximately  kilometers  diameter,0
mom  son enjoy together  natural surroundings outdoors ,1
gonna cum  girls cumming hard during sex compilation  featuring keisha grey aidra fox stella cox skin diamond lyra law gabriella paltrova kasey warner ,1
 string guitar   instrumental folk album released   folkswingers  ,0
shesnew firm tits amateur teen first time porn casting ,1
 canadian athletes competed   sports,0
th battalion royal highlanders  canada   canadian expeditionary force   active service battalion during  first world war,0
lucky stepbrother having  taste   stepsisters twat ,1
 walbeck provisional designation  uo   carbonaceous asteroid from  central region   asteroid belt approximately  kilometers  diameter,0
 degrees celsius will be malayalam cinemas first twopart film,0
 girl leaked  ,1
teen alita angel  first time anal fuck video ,1
white woman deep throats  inch black dick ,1
           delhi raxaul sadbhawna express   express train belonging  indian railways  northern railway zone that runs between delhi  raxaul junction  india,0
alexa caliente spicy mexican skank getting  taco stuffed ,1
sexy brunette loves  play footsie  fishnets ,1
reduction   conjugated diene gives dihydrostreptazolin which  stable but has very limited antimicrobial properties,0
cv   decision   northern district  florida which upheld  students first amendment right  express progay sentiments  ponce de leon high school,0
 has been certified x platinum  features two billboard hot  numberone hits hey ya,0
 porn casting everyone dreams about alba surprises  clueless guy ,1
teen goths mouth spunked ,1
year old jay noble  staten island new york placed fourth,0
lesbian cam show  more  sexcamsnet ,1
stepbrother cum   panties  pull them up when parents home ,1
 brigade or th arab brigade   elite guerrilla organization sponsored  trained  al qaeda that  integrated into  taliban army between   ,0
 competitors  men   women took part   events   sports,0
 submissions were received  over   favor,0
 people were killed   attack   people were injured,0
 pairs contested  elections including  independent tickets,0
summerbluexo amazing blowjob girl ,1
curvy milf karen fisher fucks builder eric john  discount ,1
busty blonde has anal british casting ,1
hairy amateur licks  fucks more  more ,1
 am kdav  lubbock began simulcasting  kvop when  hub branding  launched,0
hot shalina devine fucks   public place ,1
 teams participated   league  karpat oulu won  championship,0
kenzi ryans activities   store ,1
 af  headquartered  naval air station fort worth joint reserve basecarswell field formerly carswell afb texas,0
this horny guy gets rocked  this hot milf ,1
th infantry division pakistan where he  transferred command   then goc general raheel sharif ,0
  hagars albums have achieved gold or platinum status   united states   total   platinum certifications  four gold certifications representing  total   million shipments,0
thick slut screams as  pound  hairy cunt ,1
    english case decided   court  criminal appeal that clarified  meaning   word maliciously   purposes  common law mens rea analysis,0
 deflotte provisional designation  wd   carbonaceous asteroid from  outer regions   asteroid belt approximately  kilometers  diameter,0
  blue stahlis debut album released  ,0
katerina hartl visits  gynecologist ,1
 crystal mazes collection   logic puzzle game developed  teyon   nintendo dsiware,0
close up skilled blowjob  insane huge cumshot  mouth  ,1
sick day  aunt raquel roper pov sex nurse ,1
amateu teens love money  ,1
asian virgin fucked   pervert free teen sex movies y ,1
facialized british nurse rims  lucky cabbie ,1
pretty hairy girl  free pretty girl  video  view more  college girls camscom ,1
 gower street   headquarters  mi from   ,0
freeuse step daughter fucked hard  front  stepmom  free use fantasy savannah sixx kit mercer ,1
 west trade formerly known as  interstate tower   highrise office building located   trade  tryon  charlotte center city north carolina,0
epic fuck happy  year anniversary sukisukigirlreal andregotbars ,1
 raincoats were distributed    partnership   new zealand warriors,0
nasty blonde has raw dp sex ,1
 dundas east formerly metropolis  toronto life square   retail office  entertainment complex development   northeast corner   intersection  yonge street  dundas street  toronto ontario canada,0
lesbian eats hairy pussy ,1
 others were critically wounded,0
nightclub  fucking threesome ,1
   natural number,0
anal creampie  big bubble butt ,1
blonde  ebony group fucked  public ,1
young filipina teen loses  virginity part      red ,1
french mature libertine rough sex hogtied fisting ,1
rough fucked ass free anal porn video edxhamster  abuserporncom ,1
th street mission   bay area rapid transit station located under mission street  th street   mission district  san francisco california,0
 wrkq   authority  monroe county tennessee,0
sasha knoxsex slavesm free hardcore  porn hardcore  abuserporncom ,1
pmueller also known as mueller    periodic comet   solar system,0
  recorded live   glens falls civic center  glens falls new york  halloween night ,0
wicked couple prefers fucking rather than just watching porn ,1
free sex episodes  legal age teenagers ,1
 engines   canadian alternative rock band active   s,0
crazy latina jungle gang captures  fucks foreign males ,1
  malcolm arnold  finished  ,0
maximum anal stretching  sara bell  dp dap fisting  piss drinking sz ,1
 fm  initially  construction permit   call letters wvsl  ,0
thisgirlsucks  cute blonde kendall loves  deepthroat ,1
 housemates from big brother have been housemates twice  their own series  big brother panto or ultimate big brother,0
oxophytodienoic acid  also used   production  jasmonic acid,0
chinese model pussy play ,1
amoral some  all ,1
stepmother  super big boobs ,1
 ad rana sanga led  coalition  rajput armies  invade gujarat,0
 ruppina provisional designation  yg   asteroid from  outer region   asteroid belt approximately  kilometers  diameter,0
big ass asian brunette gets fucking   car  money ,1
 austrian competitors entered  disciplines   entries across  events,0
black police officer  himself   hot theif ,1
 million votes were recorded from  countries  new record number  votes,0
lesbian mormons way lick ,1
 passengers spent  hours stuck   train,0
redhead liisa   knees  blowing  stranger ,1
perverted parents fuck their son  gf ,1
japanese india interracial blowjob  sex  host sister ,1
